NP_671599.1	NP_671599.1
NP_671599.1	P33055
NP_671599.1	NP_570227.1
NP_671599.1	YP_005296274.1
NP_671602.1	NP_671602.1
NP_671602.1	YP_005296277.1
NP_671602.1	NP_570230.1
NP_671603.1	NP_671603.1
NP_671603.1	Q80HW3
NP_671604.1	NP_671604.1
NP_671604.1	YP_005296279.1
NP_671604.1	NP_570232.1
NP_671607.1	NP_671607.1
NP_671607.1	NP_570235.1
NP_671607.1	YP_005296282.1
NP_671609.1	NP_671609.1
NP_671610.1	NP_671610.1
NP_671612.1	NP_671612.1
NP_671612.1	P04305
NP_671612.1	NP_570240.1
NP_671612.1	YP_005296287.1
NP_671615.1	NP_671615.1
NP_671618.1	NP_671618.1
NP_671618.1	NP_570245.1
NP_671618.1	YP_005296293.1
NP_671625.1	NP_671625.1
NP_671628.1	NP_671628.1
NP_671628.1	NP_570255.1
NP_671628.1	YP_005296303.1
NP_671629.1	NP_671629.1
NP_671629.1	NP_570256.1
NP_671629.1	YP_005296304.1
NP_671631.1	NP_671631.1
NP_671631.1	NP_570258.1
NP_671631.1	YP_005296306.1
NP_671634.1	NP_671634.1
NP_671641.1	NP_671641.1
NP_671641.1	NP_570268.1
NP_671641.1	YP_005296316.1
NP_671650.1	NP_671650.1
NP_671650.1	NP_570276.1
NP_671650.1	YP_005296324.1
NP_671652.1	NP_671652.1
NP_671654.1	NP_671654.1
NP_671655.1	NP_671655.1
NP_671655.1	P33851
NP_671655.1	NP_570280.1
NP_671656.1	NP_671656.1
NP_671657.1	NP_671657.1
NP_671658.1	NP_671658.1
NP_671658.1	Q8JL80
NP_671661.1	NP_671661.1
NP_671663.1	NP_671663.1
NP_671664.1	NP_671664.1
NP_671664.1	P26672
NP_671664.1	P33876
NP_671665.1	NP_671665.1
NP_671667.1	NP_671667.1
NP_671667.1	YP_005296337.1
NP_671667.1	NP_570290.1
NP_671668.1	NP_671668.1
NP_671670.1	NP_671670.1
NP_671670.1	P33807
NP_671672.1	NP_671672.1
NP_671673.1	NP_671673.1
NP_671674.1	NP_671674.1
NP_671674.1	Q76QZ2
NP_671675.1	NP_671675.1
NP_671676.1	NP_671676.1
NP_671678.1	NP_671678.1
NP_671679.1	NP_671679.1
NP_671682.1	NP_671682.1
NP_671683.1	NP_671683.1
NP_671685.1	NP_671685.1
NP_671686.1	NP_671686.1
NP_671691.1	NP_671691.1
NP_671691.1	NP_671519.1
NP_671691.1	O10647
NP_671691.1	P34016
NP_671691.1	Q805H7
NP_694827.1	NP_694827.1
NP_694828.1	NP_694828.1
NP_694829.3	NP_694829.3
NP_777374.1	NP_777374.1
NP_777375.1	NP_777375.1
NP_848005.2	NP_848005.2
YP_009505668.1	YP_009505668.1
YP_009505668.1	YP_009505667.1
YP_009505668.1	YP_007985659.1
YP_009505668.1	YP_007985658.1
YP_009505668.1	YP_004346936.1
YP_009505670.1	YP_009505670.1
YP_009505670.1	AP_000389.1
YP_009505670.1	YP_004346938.1
YP_009505670.1	YP_007985661.1
YP_009505678.1	YP_009505678.1
YP_009505680.1	YP_009505680.1
YP_009505680.1	YP_004191846.1
YP_009505799.1	YP_009505799.1
YP_009505800.1	YP_009505800.1
YP_009505802.1	YP_009505802.1
YP_009506306.1	YP_009506306.1
YP_009506306.1	YP_004152334.1
YP_009507375.1	YP_009507375.1
YP_009507376.1	YP_009507376.1
YP_009507377.1	YP_009507377.1
YP_009507378.1	YP_009507378.1
YP_009507385.1	YP_009507385.1
YP_009507385.1	YP_008439207.1
YP_009507385.1	YP_009389278.1
YP_009507385.1	YP_009507388.1
YP_009507387.1	YP_009507387.1
YP_009507387.1	YP_008439209.1
NP_041237.1	NP_041237.1
NP_041237.1	NP_056890.1
NP_058425.1	NP_058425.1
NP_058428.1	NP_058428.1
NP_058428.1	ABG89315.1
NP_058428.1	YP_009199247.1
YP_009508491.1	YP_009508491.1
YP_009508491.1	AAG36982.1
YP_009508492.1	YP_009508492.1
YP_009508493.1	YP_009508493.1
YP_009508494.1	YP_009508494.1
YP_009508495.1	YP_009508495.1
YP_009508496.1	YP_009508496.1
YP_009508496.1	AAG36978.1
YP_009508497.1	YP_009508497.1
YP_009508802.1	YP_009508802.1
YP_009508802.1	AFL47804.1
YP_009508802.1	AFL47800.1
YP_009508802.1	NP_041242.1
YP_009508802.1	P03134
YP_009508802.1	ABI74614.1
YP_009508802.1	NP_041243.1
YP_009508802.1	AAA61405.1
YP_009508803.1	YP_009508803.1
YP_009508839.1	YP_009508839.1
YP_009508839.1	YP_009337832.1
