P13051	P13051
P51522	P51522
P05186	P05186
Q9P1Z2	Q9P1Z2
P25445	P25445
Q969X2	Q969X2
Q53H82	Q53H82
Q96EV2	Q96EV2
P05156	P05156
Q8IY26	Q8IY26
Q16222	Q16222
O94763	O94763
Q16775	Q16775
Q14566	Q14566
Q9BVG9	Q9BVG9
P00167	P00167
P00167	O43169
Q8N4C6	Q8N4C6
Q6NZY4	Q6NZY4
P10589	P10589
Q13323	Q13323
P26374	P26374
Q96K49	Q96K49
Q96K49	Q8NBN3
P52732	P52732
Q9BUP0	Q9BUP0
Q9BUP0	Q96C19
P13674	P13674
P13674	O15460
Q9UGN4	Q9UGN4
Q96C12	Q96C12
Q9Y2B1	Q9Y2B1
P62888	P62888
Q15390	Q15390
P48788	P48788
P48788	P19237
P48788	P19429
P67870	P67870
Q01955	Q01955
Q01955	P29400
Q01955	P08572
Q9Y3B7	Q9Y3B7
Q92890	Q92890
Q14CM0	Q14CM0
Q7L014	Q7L014
Q13439	Q13439
Q01664	Q01664
Q9UKN8	Q9UKN8
P07858	P07858
Q9Y3B4	Q9Y3B4
Q8N6L0	Q8N6L0
P26358	P26358
P47869	P47869
P47869	P34903
P47869	P31644
Q9Y289	Q9Y289
Q9NZW5	Q9NZW5
Q9NZW5	Q14168
Q9GZQ3	Q9GZQ3
Q15836	Q15836
Q9UNX3	Q9UNX3
Q9UNX3	P61254
Q96D09	Q96D09
O00268	O00268
Q9BRP1	Q9BRP1
Q9BY27	Q9BY27
Q7L1V2	Q7L1V2
P0CG48	P0CG48
Q8N2U9	Q8N2U9
Q9BST9	Q9BST9
P0CAP1	P0CAP1
Q9Y6A1	Q9Y6A1
Q96T76	Q96T76
P13591	P13591
Q9Y2Z4	Q9Y2Z4
O43583	O43583
O60779	O60779
Q9P2E3	Q9P2E3
O43143	O43143
Q9UBQ5	Q9UBQ5
Q1W4C9	Q1W4C9
Q6UWN8	Q6UWN8
Q9NYL9	Q9NYL9
A1KXE4	A1KXE4
Q96AM1	Q96AM1
P21589	P21589
P43005	P43005
P43005	P43003
P43005	Q15758
O95674	O95674
Q96CV9	Q96CV9
Q9H7D7	Q9H7D7
Q5JRX3	Q5JRX3
Q9BVK8	Q9BVK8
P11310	P11310
P61218	P61218
Q14974	Q14974
O95754	O95754
Q6F5E8	Q6F5E8
O75787	O75787
P48167	P48167
Q8IZ52	Q8IZ52
Q9NZJ7	Q9NZJ7
O75506	O75506
Q86VK4	Q86VK4
P11474	P11474
P11474	P62508
Q658P3	Q658P3
Q8N7H5	Q8N7H5
Q99595	Q99595
Q99595	O60830
Q92615	Q92615
Q8TB72	Q8TB72
Q8TB72	Q14671
Q9Y653	Q9Y653
P61968	P61968
Q9HCK8	Q9HCK8
Q96C00	Q96C00
O75398	O75398
Q16891	Q16891
P49796	P49796
Q15393	Q15393
P01106	P01106
P04181	P04181
Q5JWF2	Q5JWF2
P55265	P55265
Q9NZU0	Q9NZU0
Q96SI9	Q96SI9
Q6ZMP0	Q6ZMP0
A8K8P3	A8K8P3
Q9UNF1	Q9UNF1
P41247	P41247
P55145	P55145
Q5BJD5	Q5BJD5
Q9BTX3	Q9BTX3
Q99720	Q99720
O95295	O95295
A4D1E9	A4D1E9
O60481	O60481
P46063	P46063
O14773	O14773
Q9H5P4	Q9H5P4
Q9HAV7	Q9HAV7
P14866	P14866
O43776	O43776
Q9H8G2	Q9H8G2
Q9H0E2	Q9H0E2
Q9UL03	Q9UL03
Q9BXR0	Q9BXR0
Q9UBF8	Q9UBF8
Q96EU6	Q96EU6
O60888	O60888
P05386	P05386
Q3KP66	Q3KP66
P82933	P82933
O60934	O60934
O43670	O43670
Q9UL18	Q9UL18
Q9UL18	Q9UKV8
Q9UL18	Q9H9G7
Q7L9B9	Q7L9B9
Q8TAF3	Q8TAF3
Q13286	Q13286
P25789	P25789
Q9Y5V3	Q9Y5V3
Q9Y4K4	Q9Y4K4
Q9Y4K4	Q8IVH8
Q8TDW0	Q8TDW0
Q8TDW0	Q8IWT6
Q8TDW0	Q6P9F7
Q8TDW0	Q6NSJ5
Q8TDW0	Q7L1W4
O75051	O75051
O75051	Q9UIW2
P22692	P22692
Q9P2N5	Q9P2N5
Q7Z478	Q7Z478
P01737	P01737
Q92930	Q92930
Q92930	P61026
Q92930	P51153
Q92930	P61006
Q92930	Q15286
Q92930	P59190
Q92930	P61019
Q92930	P61106
Q92930	P62820
Q92930	Q9H0U4
Q92930	P20337
Q92930	O00194
Q92930	P51159
Q92930	P62491
Q92930	Q15907
Q92930	P20339
Q92930	P61020
Q92930	P51148
Q14D33	Q14D33
Q96GC9	Q96GC9
Q6PGP7	Q6PGP7
P78324	P78324
O60488	O60488
O60488	O95573
Q9NPA8	Q9NPA8
Q9H0B3	Q9H0B3
Q9H6E5	Q9H6E5
Q5T8D3	Q5T8D3
O75306	O75306
O15397	O15397
O15397	O95373
Q9BSJ5	Q9BSJ5
Q9Y5P4	Q9Y5P4
Q12824	Q12824
O95267	O95267
Q9P2W1	Q9P2W1
Q9NQT4	Q9NQT4
P09543	P09543
Q9H6S1	Q9H6S1
O15145	O15145
Q9UHV5	Q9UHV5
Q9BUB7	Q9BUB7
Q9NZN8	Q9NZN8
Q96A33	Q96A33
Q15554	Q15554
Q8TF68	Q8TF68
Q9UGQ3	Q9UGQ3
Q12788	Q12788
P53007	P53007
P29323	P29323
P29323	P29317
P29323	P54760
P29323	Q9UF33
P29323	Q15375
P29323	P29320
Q9BQG0	Q9BQG0
P49756	P49756
O00151	O00151
O00151	P50479
Q9NPJ6	Q9NPJ6
Q9P2Y5	Q9P2Y5
Q8IUC6	Q8IUC6
P61964	P61964
Q14152	Q14152
Q8IY81	Q8IY81
O94985	O94985
Q9UBG0	Q9UBG0
Q9Y241	Q9Y241
Q9Y5W7	Q9Y5W7
Q5TFE4	Q5TFE4
Q86W74	Q86W74
Q9Y256	Q9Y256
Q96HA1	Q96HA1
Q9Y5X3	Q9Y5X3
Q9Y5X3	Q9UNH7
P78310	P78310
O75616	O75616
P35251	P35251
P98172	P98172
P98172	P52799
P98172	Q15768
Q8WVX3	Q8WVX3
Q86X83	Q86X83
Q9Y2I7	Q9Y2I7
O60343	O60343
Q00987	Q00987
Q96FQ6	Q96FQ6
O43427	O43427
P46926	P46926
Q92478	Q92478
Q9UM00	Q9UM00
P38398	P38398
Q07812	Q07812
Q9Y2J4	Q9Y2J4
O94812	O94812
Q16864	Q16864
A2RUB1	A2RUB1
Q8NGL6	Q8NGL6
P26639	P26639
P08865	P08865
Q86UT6	Q86UT6
Q15391	Q15391
Q15391	Q9BY21
Q9Y4K3	Q9Y4K3
Q9BTD8	Q9BTD8
Q7Z2T5	Q7Z2T5
Q9BRQ8	Q9BRQ8
P02749	P02749
Q9Y6H6	Q9Y6H6
Q8WVL7	Q8WVL7
Q9NUQ7	Q9NUQ7
Q9UBU6	Q9UBU6
P08574	P08574
Q8NEM2	Q8NEM2
Q969W3	Q969W3
Q5JW98	Q5JW98
Q9BYD1	Q9BYD1
Q9GZM5	Q9GZM5
Q9BY44	Q9BY44
Q9Y305	Q9Y305
Q8N474	Q8N474
P22415	P22415
P22415	Q15853
Q9UHA3	Q9UHA3
Q6P996	Q6P996
Q9BRK5	Q9BRK5
Q9P2H0	Q9P2H0
Q9HBM0	Q9HBM0
Q96FE7	Q96FE7
Q6ZQN7	Q6ZQN7
Q96DZ9	Q96DZ9
O60313	O60313
Q05655	Q05655
Q05655	Q04759
Q05655	P24723
Q05655	Q02156
Q8IUH3	Q8IUH3
Q9NS93	Q9NS93
Q567U6	Q567U6
Q9NYY3	Q9NYY3
O75348	O75348
Q9Y4F4	Q9Y4F4
P42696	P42696
Q96SU4	Q96SU4
O94822	O94822
O75935	O75935
Q9NVP2	Q9NVP2
P04637	P04637
Q8N122	Q8N122
O00213	O00213
O00213	Q92870
Q9Y3E5	Q9Y3E5
O00764	O00764
P14927	P14927
Q9H5Q4	Q9H5Q4
Q8WVT3	Q8WVT3
Q9C086	Q9C086
Q9NQW7	Q9NQW7
P47992	P47992
Q14694	Q14694
O14981	O14981
Q96A65	Q96A65
P04632	P04632
O43709	O43709
Q5SW96	Q5SW96
Q9UKB1	Q9UKB1
Q9UKB1	Q9Y297
Q9P275	Q9P275
Q9Y237	Q9Y237
Q9HBI0	Q9HBI0
P25786	P25786
Q96DT7	Q96DT7
P03973	P03973
P35610	P35610
P10746	P10746
P31025	P31025
P62891	P62891
P48201	P48201
Q9GZV8	Q9GZV8
Q15326	Q15326
Q7Z3C6	Q7Z3C6
O14639	O14639
O60565	O60565
Q14137	Q14137
O14523	O14523
Q96JW4	Q96JW4
Q4G0N8	Q4G0N8
Q9BXL7	Q9BXL7
P62851	P62851
Q96PD2	Q96PD2
P47974	P47974
Q07065	Q07065
Q92831	Q92831
Q92831	Q92830
Q96JH8	Q96JH8
O75110	O75110
Q9NYR9	Q9NYR9
Q9UHY1	Q9UHY1
Q14596	Q14596
P53801	P53801
Q9C0C7	Q9C0C7
Q96EE4	Q96EE4
Q96AA3	Q96AA3
Q96MD7	Q96MD7
Q13951	Q13951
Q96EB1	Q96EB1
Q9NQB0	Q9NQB0
O43278	O43278
Q9BZF9	Q9BZF9
P49450	P49450
Q9P0K7	Q9P0K7
P49662	P49662
P49662	P29466
P03905	P03905
P30520	P30520
P63272	P63272
Q9NW13	Q9NW13
Q9P246	Q9P246
P10636	P10636
P09234	P09234
O15217	O15217
Q15543	Q15543
Q9BSF4	Q9BSF4
Q6IBW4	Q6IBW4
Q9NPE3	Q9NPE3
Q9P0M6	Q9P0M6
Q8NBS9	Q8NBS9
O60896	O60896
Q63ZY3	Q63ZY3
P41134	P41134
Q96CN7	Q96CN7
Q9UBM7	Q9UBM7
Q15582	Q15582
P22362	P22362
P56385	P56385
Q08050	Q08050
Q8TBZ3	Q8TBZ3
Q8TBZ3	Q09019
P49336	P49336
Q9NP58	Q9NP58
P30047	P30047
P09486	P09486
P52655	P52655
Q7Z6G3	Q7Z6G3
P27708	P27708
Q14973	Q14973
O95197	O95197
Q93099	Q93099
Q9HCM4	Q9HCM4
Q6P9B6	Q6P9B6
Q9ULD2	Q9ULD2
Q8N9I9	Q8N9I9
Q9BT09	Q9BT09
O75095	O75095
Q9GZL7	Q9GZL7
O60930	O60930
Q9H2X6	Q9H2X6
Q8IZ81	Q8IZ81
P62753	P62753
Q96PU5	Q96PU5
P08581	P08581
Q8TEW0	Q8TEW0
P59666	P59666
Q6UUV7	Q6UUV7
O00422	O00422
Q96JJ7	Q96JJ7
O95551	O95551
Q8TDX7	Q8TDX7
O94806	O94806
O94806	Q15139
P56381	P56381
Q9BRK3	Q9BRK3
Q2TBE0	Q2TBE0
Q01780	Q01780
P54802	P54802
P62424	P62424
Q8NBP7	Q8NBP7
P08962	P08962
P19474	P19474
P19474	O00635
P19474	Q9C035
P19474	Q96F44
P19474	Q8IYM9
O95905	O95905
Q05048	Q05048
Q96GS4	Q96GS4
Q9P2H3	Q9P2H3
Q15004	Q15004
P51531	P51531
P51531	P51532
P10619	P10619
Q8WXF7	Q8WXF7
Q8WXF7	Q8NHH9
Q659C4	Q659C4
Q659C4	Q6PKG0
P00451	P00451
O95159	O95159
Q9UNP9	Q9UNP9
P29692	P29692
Q8WVP7	Q8WVP7
Q8NE71	Q8NE71
Q9NZS9	Q9NZS9
P62249	P62249
Q10570	Q10570
Q9NXX6	Q9NXX6
Q99538	Q99538
Q12913	Q12913
Q13158	Q13158
Q70IA6	Q70IA6
Q16548	Q16548
Q9Y3P9	Q9Y3P9
A2VDJ0	A2VDJ0
Q8NCE2	Q8NCE2
Q9UHI6	Q9UHI6
P30048	P30048
P30048	Q13162
O15392	O15392
Q96EZ8	Q96EZ8
O15121	O15121
P07307	P07307
Q9NWU1	Q9NWU1
P29353	P29353
P46934	P46934
Q3KQU3	Q3KQU3
Q5JSZ5	Q5JSZ5
Q8NDN9	Q8NDN9
P41219	P41219
P41219	P08670
P41219	P14136
P41219	Q16352
P36383	P36383
Q9UGM5	Q9UGM5
O15503	O15503
Q8TDM6	Q8TDM6
P51970	P51970
Q8NDL9	Q8NDL9
Q9NQ11	Q9NQ11
Q9NQ11	Q9H7F0
Q7L4I2	Q7L4I2
P51809	P51809
P21675	P21675
Q9NVX2	Q9NVX2
O95563	O95563
O00410	O00410
O00410	O60518
Q2NL82	Q2NL82
O00148	O00148
O00148	Q13838
P19440	P19440
P51114	P51114
P51114	P51116
P51114	Q06787
P18846	P18846
Q9Y2S7	Q9Y2S7
O14649	O14649
Q86V81	Q86V81
Q96KQ4	Q96KQ4
P29084	P29084
Q8N511	Q8N511
P35354	P35354
Q96EL3	Q96EL3
P14770	P14770
Q01973	Q01973
Q01973	Q01974
Q9P209	Q9P209
Q6RW13	Q6RW13
P55786	P55786
Q96RG2	Q96RG2
Q7Z7A1	Q7Z7A1
Q969K3	Q969K3
Q6ZVF9	Q6ZVF9
Q13015	Q13015
Q8WVP5	Q8WVP5
Q9BYD2	Q9BYD2
Q13257	Q13257
Q9BV19	Q9BV19
O60841	O60841
Q15788	Q15788
Q8TES7	Q8TES7
Q96EQ0	Q96EQ0
